child,parent,label
"чувство, эмоция",романтизм (мироощущение),0
правовая система,покупка недвижимости,0
экономика,покупка недвижимости,0
денежная наличность,покупка недвижимости,0
торговля,покупка недвижимости,0
правовая система,правовой документ,0
филология,правовой документ,0
"чувство, эмоция","горячка (сильное возбуждение, спешка, азарт)",0
океанология,черноморское побережье кавказа,0
политическая деятельность,социалистическая партия,0
политическая партия,социалистическая партия,0
"общий, неконкретный",конкретный,0
абстрактный,конкретный,0
экономика,художественный музей,0
изобразительное искусство,художественный музей,0
фотоискусство,фотокорреспондент,0
средства массовой информации,фотокорреспондент,0
промышленность,электродвигатель,0
электротехника (сфера деятельности),электродвигатель,0
энергетика (сфера деятельности),электродвигатель,0
наука,фразеология (раздел языкознания),0
филология,фразеология (раздел языкознания),0
сельское хозяйство,песцовый мех,0
животноводство,песцовый мех,0
туризм,лицо без определенного места жительства,0
социальная защита,лицо без определенного места жительства,0
"чувство, эмоция",комфортабельный,0
наука,пушкинист,0
искусство,пушкинист,0
филология,пушкинист,0
преступление,гильотина  (орудие казни),0
уголовное наказание,гильотина  (орудие казни),0
пассажирский транспорт,сесть в транспортное средство,0
гидрометеорология,буря,0
религия,архимандрит,0
христианство,архимандрит,0
православие,архимандрит,0
биология,птичий помет,0
сельское хозяйство,птичий помет,0
физиологическая наука,птичий помет,0
растениеводство,птичий помет,0
измерение,вольт,0
рукоделие,вязание (рукоделие),0
кулинарное искусство,кухонная утварь,0
мода,женская комбинация,0
одежда,женская комбинация,0
добывающая промышленность,штрек,0
науки о земле,картографирование,0
геологические науки,картографирование,0
географические науки,картографирование,0
социальная защита,"нищий, попрошайка",0
кулинарное искусство,паштет,0
спорт,спортивное плавание,0
плавание,спортивное плавание,0
политическая деятельность,органы государственной безопасности,0
государственная управленческая деятельность,органы государственной безопасности,0
экономика,сладкое вино,0
филология,дорожная карта,0
вооруженный конфликт,осада,0
медицина,полиомиелит,0
физиологическая наука,полиомиелит,0
оборона государства,сторожевой корабль,0
военная служба,сторожевой корабль,0
биология,мирт,0
ботаника,мирт,0
геологические науки,топаз,0
добывающая промышленность,топаз,0
супружество,родство через брак,0
"цвет, окраска",оттенок цвета,0
кулинарное искусство,сервировочная лопатка,0
судоходство,палермо,0
экологическая наука,экологическая организация,0
судоходство,монреаль,0
психологические науки,"безжалостный, жестокий",0
черта характера,"безжалостный, жестокий",0
автомобильный транспорт,автомототранспортное средство,0
искусство,кукловод,0
театральное искусство,кукловод,0
биология,отрыжка,0
физиологическая наука,отрыжка,0
психологические науки,забывчивый,0
черта характера,забывчивый,0
биология,неравнодушие,0
биохимия,кератин,0
религия,"иноверец, человек другой веры",0
спорт,шейпинг,0
медицина,шейпинг,0
промышленность,производство сельскохозяйственной продукции,0
сельское хозяйство,производство сельскохозяйственной продукции,0
правовая система,терроризм,0
преступление,терроризм,0
терроризм,терроризм,0
филология,филологический факультет,0
высшее образование,филологический факультет,0
компьютер,дисплей,0
экономика,документ бухгалтерского учета,0
филология,документ бухгалтерского учета,0
бухгалтерский учет,документ бухгалтерского учета,0
финансовая сфера,документ бухгалтерского учета,0
предмет интерьера,тахта,0
бесцветный,"цвет, окраска",0
"цвет, окраска","цвет, окраска",0
зоология,упряжка цугом,0
сельское хозяйство,агроном,0
ботаника,агроном,0
растениеводство,агроном,0
оборона государства,затвор оружия,0
экономика,прилавок,0
торговля,прилавок,0
общественное питание,прилавок,0
измерение,пятница,0
"время, продолжительность",пятница,0
экономика,умывальник,0
коммунальное хозяйство,умывальник,0
биология,хлебный злак,0
ботаника,хлебный злак,0
сфера образования,абитуриент,0
спорт,лыжная палка,0
лыжный спорт,лыжная палка,0
промышленность,деревообрабатывающая промышленность,0
государственная управленческая деятельность,лесхоз,0
лесное хозяйство,лесхоз,0
авиация (сфера деятельности),часть летательного аппарата,0
медицина,патогенный стафилококк,0
биология,патогенный стафилококк,0
микробиология,патогенный стафилококк,0
преступление,орудие казни,0
уголовное наказание,орудие казни,0
"чувство, эмоция","знойный (страстный, пылкий)",0
искусство,премьер (артист),0
промышленность,авиастроительная компания,0
авиация (сфера деятельности),авиастроительная компания,0
экономика,крупнооптовая торговля,0
торговля,крупнооптовая торговля,0
транспортная сфера,перегрузочные работы,0
грузовые перевозки,перегрузочные работы,0
среднее общее образование,дневная общеобразовательная школа,0
промышленность,литейное производство,0
машиностроение,литейное производство,0
строительство (отрасль),рубероид,0
филология,восклицательное предложение,0
промышленность,рекламное агентство,0
экономика,рекламное агентство,0
промышленность,газовый двигатель,0
энергетика (сфера деятельности),газовый двигатель,0
вредный,полезный (приносящий пользу),0
бесполезный,полезный (приносящий пользу),0
"чувство, эмоция",полезный (приносящий пользу),0
наука,теория вероятностей,0
математические науки,теория вероятностей,0
политическая деятельность,президент государства,0
государственная управленческая деятельность,президент государства,0
биология,опыление растений,0
физиологическая наука,опыление растений,0
"чувство, эмоция","пыл, задор",0
промышленность,протокол обмена данными,0
экономика,протокол обмена данными,0
компьютер,протокол обмена данными,0
биология,бамбук,0
ботаника,бамбук,0
автомобильный транспорт,машино-место,0
промышленность,какао-порошок,0
экономика,какао-порошок,0
оборона государства,противолодочные средства,0
военная служба,противолодочные средства,0
экономика,коттедж,0
коммунальное хозяйство,коттедж,0
искусство,стихотворная кантата,0
филология,стихотворная кантата,0
литература,стихотворная кантата,0
искусство,прозаическое произведение,0
филология,прозаическое произведение,0
литература,прозаическое произведение,0
промышленность,ватрушка,0
экономика,ватрушка,0
филология,подпись,0
искусство,театральная кукла,0
отдых,горные лыжи (спорт),0
спорт,горные лыжи (спорт),0
мода,женское белье,0
одежда,женское белье,0
промышленность,органическое топливо,0
энергетика (сфера деятельности),органическое топливо,0
искусство,клоун,0
экономика,детский сад,0
социальная защита,детский сад,0
философские науки,прагматизм (направление в философии),0
"время, продолжительность",выдержка (срок),0
"глубина, основательность","поверхностный, неглубокий",0
спорт,букмекер,0
азартные игры,букмекер,0
религия,сектантство,0
океанология,японское море,0
кулинарное искусство,обед,0
авария,взрывоопасность,0
антропология,дидойцы /цезы/,0
экономика,торговые отношения,0
торговля,торговые отношения,0
промышленность,чернобыльская катастрофа,0
бедствие,чернобыльская катастрофа,0
авария,чернобыльская катастрофа,0
издательско-полиграфическая деятельность,издательская деятельность,0
судоходство,осака,0
преступление,этапирование заключенных,0
правоохранительная деятельность,этапирование заключенных,0
уголовное наказание,этапирование заключенных,0
филология,"оглавление книги, журнала",0
литература,"оглавление книги, журнала",0
оборона государства,несмертельное оружие,0
"время, продолжительность",временное (темпоральное) отношение,0
мода,полушубок,0
одежда,полушубок,0
строительство (отрасль),строительный инструмент,0
правовая система,пытка,0
преступление,пытка,0
измерение,медицинский термометр,0
медицина,медицинский термометр,0
промышленность,медицинский термометр,0
экономика,медицинский термометр,0
животноводство,кукурузный початок,0
биология,кукурузный початок,0
сельское хозяйство,кукурузный початок,0
ботаника,кукурузный початок,0
черта характера,добродетель (положительное нравственное качество),0
психологические науки,добродетель (положительное нравственное качество),0
антропология,иранская группа народов,0
отдых,стадион,0
спорт,стадион,0
медицина,стадион,0
телевидение,телевизионный канал,0
наука,геодезия,0
науки о земле,геодезия,0
геологические науки,геодезия,0
географические науки,геодезия,0
преступление,место предварительного заключения,0
правоохранительная деятельность,место предварительного заключения,0
медицина,иммунолог,0
филология,полоса газеты,0
литература,полоса газеты,0
медицина,фитотерапия,0
зоология,тигренок,0
спорт,ласты,0
плавание,ласты,0
биология,пума,0
зоология,пума,0
промышленность,газодобывающая промышленность,0
энергетика (сфера деятельности),газодобывающая промышленность,0
добывающая промышленность,газодобывающая промышленность,0
искусство,музыкант,0
музыкальное искусство,музыкант,0
экономика,холодильное оборудование,0
торговля,холодильное оборудование,0
общественное питание,холодильное оборудование,0
предмет интерьера,мебельный гарнитур,0
биология,корова (самка парнокопытных),0
зоология,корова (самка парнокопытных),0
высшее образование,юридический факультет,0
промышленность,радиовещательная компания,0
экономика,радиовещательная компания,0
радиосвязь,радиовещательная компания,0
судоходство,каботаж,0
радиосвязь,радиослушатель,0
биология,ископаемые остатки организмов,0
палеонтология,ископаемые остатки организмов,0
демография,плотность населения,0
филология,жаргон,0
медицина,трезвенность,0
кулинарное искусство,трезвенность,0
сельское хозяйство,пахота,0
ботаника,пахота,0
растениеводство,пахота,0
экономика,сахарный песок,0
кулинарное искусство,сахарный песок,0
промышленность,производство сахара,0
сельское хозяйство,производство сахара,0
религия,отлучение от церкви,0
христианство,отлучение от церкви,0
промышленность,токарно-карусельный станок,0
машиностроение,токарно-карусельный станок,0
промышленность,масложировая промышленность,0
сельское хозяйство,масложировая промышленность,0
зоология,скрещивание организмов,0
экономика,фирменная символика,0
предпринимательство,фирменная символика,0
филология,транзитная виза,0
экономика,"клиент, потребитель услуг",0
политическая деятельность,руководитель органа исполнительной власти,0
государственная управленческая деятельность,руководитель органа исполнительной власти,0
промышленность,космическая промышленность,0
космонавтика,космическая промышленность,0
экономика,именная стипендия,0
филология,именная стипендия,0
сфера образования,именная стипендия,0
денежная наличность,именная стипендия,0
финансовая сфера,именная стипендия,0
социальная защита,именная стипендия,0
промышленность,продуктивность сельскохозяйственных угодий,0
сельское хозяйство,продуктивность сельскохозяйственных угодий,0
филология,белорусский язык,0
издательско-полиграфическая деятельность,периодическое издание,0
средства массовой информации,периодическое издание,0
"чувство, эмоция",чувствительность (способность организма),0
экономика,международное экономическое сотрудничество,0
дипломатические отношения,международное экономическое сотрудничество,0
филология,историческое развитие,0
исторические науки,историческое развитие,0
искусство,торс (скульптура),0
изобразительное искусство,торс (скульптура),0
ваяние,торс (скульптура),0
сельское хозяйство,севооборот,0
растениеводство,севооборот,0
измерение,единица объема,0
экономика,капиталист (собственник капитала),0
кулинарное искусство,проесть средства,0
промышленность,добывающая промышленность,0
добывающая промышленность,добывающая промышленность,0
"чувство, эмоция",удовлетвориться,0
"добровольный, по собственному желанию",принудительный,0
"чувство, эмоция",принудительный,0
половая жизнь,семенная железа,0
зоология,семенная железа,0
анатомия (наука),семенная железа,0
искусство,мозаика (узор),0
изобразительное искусство,мозаика (узор),0
торговля,риэлтер,0
судоходство,спасание на море,0
оборона государства,оборона государства,0
психологические науки,аккуратный (черта характера),0
черта характера,аккуратный (черта характера),0
мода,отворот на одежде,0
одежда,отворот на одежде,0
транспортная сфера,контейнерные перевозки,0
грузовые перевозки,контейнерные перевозки,0
биология,семейство осоковые,0
ботаника,семейство осоковые,0
биология,цветок (часть растения),0
ботаника,цветок (часть растения),0
издательско-полиграфическая деятельность,бульварная пресса,0
средства массовой информации,бульварная пресса,0
среднее общее образование,среднее специальное учебное заведение,0
биология,курица,0
сельское хозяйство,курица,0
зоология,курица,0
животноводство,курица,0
зоология,головной мозг,0
анатомия (наука),головной мозг,0
измерение,сейсмограф,0
беспристрастный (справедливый),"пристрастный, предвзятый",0
"чувство, эмоция","пристрастный, предвзятый",0
спорт,серфинг,0
плавание,серфинг,0
судоходство,галера,0
гребля,галера,0
отдых,телеинтервью,0
телевидение,телеинтервью,0
средства массовой информации,телеинтервью,0
промышленность,промышленная продукция,0
оборона государства,военная база,0
военная служба,военная база,0
демография,уровень образования,0
наука,статика (раздел механики),0
математические науки,статика (раздел механики),0
судоходство,триполи (ливан),0
судоходство,стапель,0
антропология,эскимосско-алеутские народы,0
промышленность,турбогенератор,0
электротехника (сфера деятельности),турбогенератор,0
энергетика (сфера деятельности),турбогенератор,0
электричество (физическое явление),турбогенератор,0
бестактный,"деликатный, тактичный",0
психологические науки,"деликатный, тактичный",0
черта характера,"деликатный, тактичный",0
"чувство, эмоция","деликатный, тактичный",0
прикладные науки,баллистика,0
наука,баллистика,0
кулинарное искусство,электрочайник,0
электротехника (сфера деятельности),электрочайник,0
спорт,академическая гребля,0
плавание,академическая гребля,0
гребля,академическая гребля,0
искусство,вальс-бостон,0
танец,вальс-бостон,0
биология,махаон,0
зоология,махаон,0
кулинарное искусство,замораживание пищевых продуктов,0
прикладные науки,техническое новшество,0
"близорукий, недальновидный",дальновидный (предусмотрительный),0
психологические науки,дальновидный (предусмотрительный),0
черта характера,дальновидный (предусмотрительный),0
отдых,коллекционирование,0
сельское хозяйство,шкура животного,0
животноводство,шкура животного,0
биология,грациозный,0
зоология,грациозный,0
генетика,грациозный,0
"чувство, эмоция",грациозный,0
биология,жертва богам,0
стихийное бедствие,снежные заносы,0
бедствие,снежные заносы,0
мода,купальник,0
одежда,купальник,0
наука,гистология,0
биология,гистология,0
железнодорожный транспорт,пригородный поезд,0
пассажирский транспорт,пригородный поезд,0
искусство,архитектурный стиль,0
архитектура,архитектурный стиль,0
строительство (отрасль),архитектурный стиль,0
религия,шиизм,0
ислам,шиизм,0
денежная наличность,оброк (сбор),0
торговля,оптовая цена,0
спорт,фитнес,0
медицина,фитнес,0
медицина,зубная коронка,0
промышленность,зубная коронка,0
экономика,зубная коронка,0
стоматологическая помощь,зубная коронка,0
исторические науки,блокада ленинграда,0
вооруженный конфликт,блокада ленинграда,0
физика,доза облучения,0
дипломатические отношения,западная сахара,0
спорт,спортивная ходьба,0
легкая атлетика,спортивная ходьба,0
экономика,газовщик,0
коммунальное хозяйство,газовщик,0
астрономия,небесное светило,0
промышленность,производство лесоматериалов,0
лесное хозяйство,производство лесоматериалов,0
"чувство, эмоция",душевный надлом,0
биология,лиана,0
ботаника,лиана,0
биология,одуванчик,0
ботаника,одуванчик,0
гидрометеорология,похолодание,0
экономика,водохозяйственная система,0
коммунальное хозяйство,водохозяйственная система,0
издательско-полиграфическая деятельность,набор текста,0
биология,желчь (секрет),0
промышленность,наборщик,0
издательско-полиграфическая деятельность,наборщик,0
антропология,"соотечественники, проживающие за рубежом",0
спорт,спортивная игра,0
спортивная игра,спортивная игра,0
электротехника (сфера деятельности),разъем,0
кулинарное искусство,тост из хлеба,0
спорт,клинкер,0
плавание,клинкер,0
экономика,коммерческий банк,0
банковская система,коммерческий банк,0
финансовая сфера,коммерческий банк,0
искусство,балет (искусство),0
танец,балет (искусство),0
театральное искусство,балет (искусство),0
наука,ученый-механик,0
математические науки,ученый-механик,0
религия,религиозная литература,0
правовая система,правообладатель,0
отдых,гример,0
искусство,гример,0
театральное искусство,гример,0
кулинарное искусство,прогрызть дыру,0
железнодорожный транспорт,железнодорожник,0
правовая система,вор,0
преступление,вор,0
искусство,обелиск,0
архитектура,обелиск,0
строительство (отрасль),обелиск,0
изобразительное искусство,обелиск,0
ваяние,обелиск,0
половая жизнь,"распутник, развратник",0
промышленность,кондитерское изделие,0
экономика,кондитерское изделие,0
кулинарное искусство,кондитерское изделие,0
"чувство, эмоция",скорбный,0
промышленность,перерабатывающая промышленность,0
религия,"провидение, промысл божий",0
экономика,оборот капитала,0
финансовая сфера,оборот капитала,0
биология,юкка (растение),0
ботаника,юкка (растение),0
"время, продолжительность",триместр,0
биология,козел (жвачное животное),0
зоология,козел (жвачное животное),0
психологические науки,"осел, упрямый глупец",0
черта характера,"осел, упрямый глупец",0
промышленность,тополь (древесина),0
экономика,тополь (древесина),0
измерение,пуд,0
электротехника (сфера деятельности),электрический контакт,0
электричество (физическое явление),электрический контакт,0
демография,густонаселенность,0
"чувство, эмоция","паниковать, впадать в панику",0
политическая деятельность,государственная деятельность,0
государственная управленческая деятельность,государственная деятельность,0
биология,рог животного,0
зоология,рог животного,0
доказательство по делу,недоказанность обстоятельств,0
мода,кепка,0
одежда,кепка,0
среднее общее образование,пятиклассник,0
искусство,певец-тенор,0
музыкальное искусство,певец-тенор,0
спорт,спортсмен-скороход,0
филология,тибетский язык,0
биология,созревание плодов,0
ботаника,созревание плодов,0
физиологическая наука,созревание плодов,0
вооруженный конфликт,чеченский конфликт,0
отдых,обезьянник,0
зоология,обезьянник,0
отдых,балетный спектакль,0
искусство,балетный спектакль,0
танец,балетный спектакль,0
музыкальное искусство,балетный спектакль,0
театральное искусство,балетный спектакль,0
компьютер,интернетизация,0
интернет,интернетизация,0
политическая деятельность,социал-демократ,0
политическая партия,социал-демократ,0
экономика,профицит бюджета,0
финансовая сфера,профицит бюджета,0
промышленность,гибридизация организмов,0
сельское хозяйство,гибридизация организмов,0
кулинарное искусство,пробовать (есть для пробы),0
изобразительное искусство,зарисовка с натуры,0
биология,салат латук,0
ботаника,салат латук,0
промышленность,зайчатина,0
сельское хозяйство,зайчатина,0
животноводство,зайчатина,0
искусство,"пейзаж, описание природы",0
филология,"пейзаж, описание природы",0
литература,"пейзаж, описание природы",0
электричество (физическое явление),электролит,0
мода,рукавицы,0
одежда,рукавицы,0
экономика,очистные сооружения,0
экологическая наука,очистные сооружения,0
коммунальное хозяйство,очистные сооружения,0
антропология,бежтинцы,0
искусство,прикладное искусство,0
искусство,лирическое произведение,0
филология,лирическое произведение,0
литература,лирическое произведение,0
автомобильный транспорт,транспортная развязка,0
дорожное движение,транспортная развязка,0
издательско-полиграфическая деятельность,редакционный коллектив,0
кулинарное искусство,щи,0
сельское хозяйство,помидор (плод),0
рыболовство,невод,0
политическая деятельность,региональный орган исполнительной власти,0
государственная управленческая деятельность,региональный орган исполнительной власти,0
музыкальное искусство,нотное письмо,0
промышленность,надой молока,0
сельское хозяйство,надой молока,0
животноводство,надой молока,0
искусство,театральное искусство,0
театральное искусство,театральное искусство,0
спорт,гиревой спорт,0
тяжелая атлетика,гиревой спорт,0
биология,пиранья,0
зоология,пиранья,0
биология,аист,0
зоология,аист,0
филология,мировое соглашение,0
семья,троюродный родственник,0
промышленность,приборостроительная промышленность,0
машиностроение,приборостроительная промышленность,0
экономика,французский батон,0
психологические науки,бравурный,0
черта характера,бравурный,0
компьютер,рубрикация текстов,0
высшее образование,гарвардский университет,0
науки о земле,гидрометеорологическая служба,0
гидрометеорология,гидрометеорологическая служба,0
электричество (физическое явление),электрический разряд,0
правовая система,подследственность,0
преступление,подследственность,0
правоохранительная деятельность,подследственность,0
отдых,шайка-лейка,0
электротехника (сфера деятельности),высокое напряжение,0
физика,высокое напряжение,0
энергетика (сфера деятельности),высокое напряжение,0
электричество (физическое явление),высокое напряжение,0
правовая система,купля-продажа,0
торговля,купля-продажа,0
экономика,капитализация дохода,0
финансовая сфера,капитализация дохода,0
филология,скороговорка,0
наука,северный полюс,0
науки о земле,северный полюс,0
геологические науки,северный полюс,0
математические науки,северный полюс,0
географические науки,северный полюс,0
религия,атеист (последователь атеизма),0
медицина,"фобия, навязчивый страх",0
психиатрия,"фобия, навязчивый страх",0
физиологическая наука,"фобия, навязчивый страх",0
"чувство, эмоция","фобия, навязчивый страх",0
железнодорожный транспорт,сортировка вагонов,0
судоходство,знак судоходности,0
психологические науки,ответственный по характеру,0
черта характера,ответственный по характеру,0
политическая деятельность,государственный деятель,0
государственная управленческая деятельность,государственный деятель,0
промышленность,резервные активы,0
экономика,резервные активы,0
медицина,заживление раны,0
науки о земле,глобус,0
геологические науки,глобус,0
географические науки,глобус,0
железнодорожный транспорт,дрезина,0
судоходство,берген,0
сельское хозяйство,солома,0
кулинарное искусство,солома,0
животноводство,солома,0
искусство,кинематография,0
кинематография,кинематография,0
биология,домашняя свинья,0
сельское хозяйство,домашняя свинья,0
зоология,домашняя свинья,0
животноводство,домашняя свинья,0
"время, продолжительность","заморозить, законсервировать (приостановить)",0
государственная управленческая деятельность,органы юстиции,0
правоохранительная деятельность,органы юстиции,0
биология,"вдохнуть, сделать вдох",0
физиологическая наука,"вдохнуть, сделать вдох",0
отдых,костюмированный бал,0
танец,костюмированный бал,0
сельское хозяйство,пеньковолокно,0
ботаника,пеньковолокно,0
спорт,козел (гимнастический снаряд),0
кулинарное искусство,трехразовое питание,0
тяжелый по весу,легкий по весу,0
измерение,послезавтра,0
"время, продолжительность",послезавтра,0
религия,религиозный деятель,0
электротехника (сфера деятельности),светофор,0
автомобильный транспорт,светофор,0
автомобильный транспорт,госавтоинспектор,0
государственная управленческая деятельность,госавтоинспектор,0
правоохранительная деятельность,госавтоинспектор,0
дорожное движение,госавтоинспектор,0
биология,галка,0
зоология,галка,0
телефонная связь,телефонный аппарат,0
экономика,списание имущества,0
бухгалтерский учет,списание имущества,0
финансовая сфера,списание имущества,0
"чувство, эмоция","воскреснуть, воспрянуть духом",0
искусство,народное творчество,0
железнодорожный транспорт,электропоезд,0
пассажирский транспорт,электропоезд,0
правовая система,разворовать,0
преступление,разворовать,0
кулинарное искусство,кишечник,0
зоология,кишечник,0
физиологическая наука,кишечник,0
анатомия (наука),кишечник,0
железнодорожный транспорт,плацкартный вагон,0
пассажирский транспорт,плацкартный вагон,0
экономика,вексель,0
банковская система,вексель,0
филология,вексель,0
финансовая сфера,вексель,0
ценная бумага,вексель,0
кулинарное искусство,"заесть, закусить",0
наука,математическое моделирование,0
математические науки,математическое моделирование,0
электротехника (сфера деятельности),кабель,0
энергетика (сфера деятельности),кабель,0
электричество (физическое явление),кабель,0
астрономия,космос,0
неплодородный,плодородие земель,0
промышленность,плодородие земель,0
сельское хозяйство,плодородие земель,0
биология,навага,0
зоология,навага,0
океанология,навага,0
промышленность,рыбоперерабатывающее предприятие,0
сельское хозяйство,рыбоперерабатывающее предприятие,0
